<pre>
2023-03-19T23:20:00,51.507222,-0.1275,0,None
2023-03-19T23:21:00,45.962083,-1.9154165,0,None
2023-03-19T23:22:00,40.416944,-3.703333,0,None
2023-03-19T23:23:00,44.6368055,-0.6755555,0,None
2023-03-19T23:24:00,48.856667,2.352222,0,None
2023-03-19T23:25:00,45.375,7.4175,0,None
2023-03-19T23:26:00,41.893333,12.482778,0,None
2023-03-19T23:27:00,47.2066665,12.943889,0,None
2023-03-19T23:28:00,52.52,13.405,0,None
2023-03-19T23:29:00,52.013611,6.63875,0,None
2023-03-19T23:30:00,51.507222,-0.1275,0,None
</pre>
